lat,lon
3.898433659999999890e+01,-7.694590479999999388e+01
3.898436459999999926e+01,-7.693412019999999529e+01
3.898442380000000185e+01,-7.693374849999999299e+01
3.898443189999999703e+01,-7.694817840000000331e+01
3.898448710000000261e+01,-7.693342300000000478e+01
3.898449800000000209e+01,-7.694415859999999441e+01
3.898452809999999857e+01,-7.695782450000000097e+01
3.898463050000000152e+01,-7.694301169999999956e+01
3.898463329999999871e+01,-7.694199329999999293e+01
3.898463890000000021e+01,-7.694170429999999783e+01
3.898464040000000352e+01,-7.694427349999999421e+01
3.898466249999999889e+01,-7.693462060000000236e+01
3.898470059999999648e+01,-7.693515379999999482e+01
3.898470110000000233e+01,-7.693563210000000652e+01
3.898470259999999854e+01,-7.693626570000000697e+01
3.898472149999999914e+01,-7.694485609999999554e+01
3.898474139999999721e+01,-7.693662759999999423e+01
3.898477689999999996e+01,-7.694147409999999354e+01
3.898483540000000147e+01,-7.694761409999999557e+01
3.898489260000000201e+01,-7.694147750000000485e+01
3.898492110000000110e+01,-7.693682920000000536e+01
3.898494430000000222e+01,-7.694547470000000544e+01
3.898495230000000333e+01,-7.694569070000000011e+01
3.898497110000000276e+01,-7.693386110000000144e+01
3.898510859999999667e+01,-7.694409899999999425e+01
3.898510900000000134e+01,-7.694398859999999729e+01
3.898513710000000287e+01,-7.694613680000000500e+01
3.898514389999999707e+01,-7.694590639999999837e+01
3.898515489999999772e+01,-7.694530589999999393e+01
3.898517689999999902e+01,-7.694272349999999960e+01
3.898524559999999894e+01,-7.693677250000000356e+01
3.898527119999999968e+01,-7.694280080000000055e+01
3.898528939999999920e+01,-7.694087450000000672e+01
3.898531229999999681e+01,-7.694142370000000142e+01
3.898531719999999723e+01,-7.694105319999999892e+01
3.898531930000000045e+01,-7.694482790000000705e+01
3.898536490000000043e+01,-7.693879909999999711e+01
3.898548759999999902e+01,-7.693873589999999751e+01
3.898555019999999871e+01,-7.693614630000000432e+01
3.898555859999999740e+01,-7.694493749999999466e+01
3.898557439999999730e+01,-7.694731149999999786e+01
3.898580859999999859e+01,-7.693859569999999337e+01
3.898582240000000354e+01,-7.693928529999999455e+01
3.898599589999999893e+01,-7.693503300000000422e+01
3.898604639999999932e+01,-7.693631560000000036e+01
3.898605049999999750e+01,-7.694884229999999548e+01
3.898606099999999941e+01,-7.694661549999999295e+01
3.898606920000000287e+01,-7.694769229999999993e+01
3.898607369999999861e+01,-7.694665750000000060e+01
3.898621659999999878e+01,-7.693921880000000613e+01
3.898623969999999872e+01,-7.693929610000000707e+01
3.898627460000000156e+01,-7.693861560000000566e+01
3.898629470000000197e+01,-7.694746929999999452e+01
3.898644600000000082e+01,-7.694491940000000341e+01
3.898647720000000305e+01,-7.694706299999999999e+01
3.898655680000000245e+01,-7.694468539999999734e+01
3.898660300000000234e+01,-7.694890589999999975e+01
3.898662720000000093e+01,-7.693973920000000533e+01
3.898668349999999805e+01,-7.694198350000000630e+01
3.898671099999999967e+01,-7.694138800000000344e+01
3.898674770000000223e+01,-7.694335970000000202e+01
3.898683599999999672e+01,-7.694431260000000350e+01
3.898684910000000059e+01,-7.694261620000000335e+01
3.898686409999999825e+01,-7.694113749999999641e+01
3.898691060000000164e+01,-7.694615299999999536e+01
3.898695800000000133e+01,-7.694819270000000699e+01
3.898698490000000305e+01,-7.694047650000000260e+01
3.898713200000000256e+01,-7.694884260000000609e+01
3.898714789999999653e+01,-7.694581030000000510e+01
3.898719930000000033e+01,-7.694048349999999914e+01
3.898731829999999832e+01,-7.694264029999999366e+01
3.898757609999999829e+01,-7.694619930000000352e+01
3.898770189999999758e+01,-7.694446879999999567e+01
3.898776720000000040e+01,-7.694426919999999370e+01
3.898776879999999778e+01,-7.694442859999999484e+01
3.898781579999999991e+01,-7.694409579999999949e+01
3.898782500000000084e+01,-7.694530860000000416e+01
3.898790919999999716e+01,-7.694408679999999379e+01
3.898795810000000017e+01,-7.694583959999999934e+01
3.898799389999999931e+01,-7.694199679999999830e+01
3.898812149999999832e+01,-7.693921419999999500e+01
3.898814639999999798e+01,-7.693980879999999445e+01
3.898814780000000013e+01,-7.693966550000000382e+01
3.898822109999999697e+01,-7.694073769999999968e+01
3.898830259999999726e+01,-7.694200539999999933e+01
3.898845709999999798e+01,-7.694017979999999568e+01
3.898846079999999859e+01,-7.694265300000000707e+01
3.898846869999999853e+01,-7.694253439999999955e+01
3.898850430000000244e+01,-7.694399009999999350e+01
3.898850500000000352e+01,-7.694333960000000161e+01
3.898850989999999683e+01,-7.693900410000000534e+01
3.898854250000000121e+01,-7.694027420000000461e+01
3.898854330000000346e+01,-7.694183379999999772e+01
3.898859960000000058e+01,-7.693857169999999712e+01
3.898864489999999705e+01,-7.694500990000000229e+01
3.898866309999999658e+01,-7.693740830000000130e+01
3.898883759999999654e+01,-7.694219309999999723e+01
3.898888389999999760e+01,-7.693569229999999948e+01
3.898892140000000239e+01,-7.694076909999999714e+01
3.898894119999999930e+01,-7.693646950000000118e+01
3.898895180000000238e+01,-7.694056559999999934e+01
3.898898030000000148e+01,-7.693874309999999639e+01
3.898899660000000011e+01,-7.694166780000000472e+01
3.898904619999999710e+01,-7.693673950000000161e+01
3.898906000000000205e+01,-7.693868410000000324e+01
3.898908709999999900e+01,-7.694051199999999824e+01
3.898909390000000030e+01,-7.693753820000000587e+01
3.898911799999999772e+01,-7.693863100000000088e+01
3.898918050000000335e+01,-7.694218030000000397e+01
3.898918069999999858e+01,-7.694343879999999558e+01
3.898918100000000209e+01,-7.693907640000000470e+01
3.898923010000000033e+01,-7.694023350000000505e+01
3.898929549999999722e+01,-7.693638649999999757e+01
3.898932289999999767e+01,-7.694082020000000455e+01
3.898938470000000223e+01,-7.694023520000000360e+01
3.898939130000000119e+01,-7.694082029999999861e+01
3.898944170000000042e+01,-7.694633059999999602e+01
3.898947969999999685e+01,-7.693644690000000708e+01
3.898954100000000267e+01,-7.693741509999999550e+01
3.898961320000000086e+01,-7.694578760000000273e+01
3.898962410000000034e+01,-7.693654300000000035e+01
3.898973010000000272e+01,-7.693623549999999511e+01
3.898975219999999808e+01,-7.693607269999999687e+01
3.898988109999999807e+01,-7.693639949999999317e+01
3.898992199999999997e+01,-7.694990640000000326e+01
3.898998689999999812e+01,-7.694081269999999506e+01
3.898999150000000213e+01,-7.694080200000000502e+01
3.899009319999999690e+01,-7.694539580000000001e+01
3.899018629999999774e+01,-7.693672610000000134e+01
3.899019239999999797e+01,-7.694956019999999342e+01
3.899022020000000310e+01,-7.693625950000000557e+01
3.899022870000000296e+01,-7.693654239999999334e+01
3.899024090000000342e+01,-7.694015880000000607e+01
3.899033790000000010e+01,-7.693924889999999550e+01
3.899034199999999828e+01,-7.693909659999999917e+01
3.899045710000000042e+01,-7.693782509999999775e+01
3.899048239999999765e+01,-7.693799930000000131e+01
3.899056660000000107e+01,-7.694058230000000265e+01
3.899065600000000131e+01,-7.693654840000000661e+01
3.899067749999999677e+01,-7.694178949999999872e+01
3.899067970000000116e+01,-7.694184180000000595e+01
3.899068679999999887e+01,-7.694209159999999770e+01
3.899069469999999882e+01,-7.695129310000000089e+01
3.899074850000000225e+01,-7.693666980000000422e+01
3.899075450000000131e+01,-7.694285759999999641e+01
3.899075739999999968e+01,-7.694059620000000166e+01
3.899080870000000232e+01,-7.694508700000000090e+01
3.899081670000000344e+01,-7.693652769999999919e+01
3.899082349999999764e+01,-7.695000459999999975e+01
3.899089839999999896e+01,-7.693697960000000080e+01
3.899104659999999711e+01,-7.694282750000000703e+01
3.899104659999999711e+01,-7.694274169999999913e+01
3.899106499999999897e+01,-7.693702530000000195e+01
3.899107240000000019e+01,-7.693859600000000398e+01
3.899108849999999649e+01,-7.693748460000000478e+01
3.899113210000000151e+01,-7.694551260000000070e+01
3.899120280000000349e+01,-7.694865749999999593e+01
3.899129760000000289e+01,-7.694191379999999469e+01
3.899130219999999980e+01,-7.694003519999999696e+01
3.899131700000000222e+01,-7.693914080000000411e+01
3.899131899999999717e+01,-7.694127939999999910e+01
3.899136219999999753e+01,-7.695028790000000640e+01
3.899139519999999948e+01,-7.693910990000000538e+01
3.899140680000000003e+01,-7.693814910000000395e+01
3.899144359999999665e+01,-7.693786839999999927e+01
3.899148079999999794e+01,-7.694457629999999426e+01
3.899152759999999773e+01,-7.695051879999999755e+01
3.899160690000000073e+01,-7.694681230000000483e+01
3.899164170000000240e+01,-7.694649699999999370e+01
3.899164369999999735e+01,-7.693736579999999492e+01
3.899179490000000214e+01,-7.694313060000000348e+01
3.899179490000000214e+01,-7.694295329999999922e+01
3.899195089999999908e+01,-7.694686419999999316e+01
3.899209450000000032e+01,-7.694199299999999653e+01
3.899210060000000055e+01,-7.694242169999999703e+01
3.899213110000000171e+01,-7.694381280000000345e+01
3.899214909999999890e+01,-7.694951179999999624e+01
3.899218489999999804e+01,-7.694664969999999471e+01
3.899221539999999919e+01,-7.694961790000000690e+01
3.899226010000000286e+01,-7.694410170000000448e+01
3.899227290000000323e+01,-7.693677660000000174e+01
3.899237490000000150e+01,-7.694620109999999613e+01
3.899238979999999799e+01,-7.694381210000000237e+01
3.899241459999999648e+01,-7.693737129999999524e+01
3.899241930000000167e+01,-7.694242160000000297e+01
3.899243320000000068e+01,-7.694978729999999700e+01
3.899244989999999689e+01,-7.694620439999999917e+01
3.899247309999999800e+01,-7.695020759999999882e+01
3.899247590000000230e+01,-7.693905689999999709e+01
3.899248850000000033e+01,-7.694377219999999795e+01
3.899249139999999869e+01,-7.694199720000000298e+01
3.899261880000000247e+01,-7.694756590000000074e+01
3.899262780000000106e+01,-7.694610980000000211e+01
3.899271019999999766e+01,-7.694219189999999742e+01
3.899273039999999924e+01,-7.694356349999999622e+01
3.899273459999999858e+01,-7.694252199999999675e+01
3.899273699999999820e+01,-7.694340610000000424e+01
3.899277690000000263e+01,-7.694894580000000417e+01
3.899286759999999674e+01,-7.694888369999999611e+01
3.899298730000000290e+01,-7.693916699999999764e+01
3.899300319999999687e+01,-7.693752379999999391e+01
3.899302709999999905e+01,-7.694290619999999592e+01
3.899302709999999905e+01,-7.694285659999999893e+01
3.899302720000000022e+01,-7.694351260000000536e+01
3.899302759999999779e+01,-7.694343100000000391e+01
3.899305900000000236e+01,-7.693961459999999875e+01
3.899309900000000084e+01,-7.694257050000000220e+01
3.899316439999999773e+01,-7.694971990000000517e+01
3.899317949999999655e+01,-7.694341699999999662e+01
3.899332480000000345e+01,-7.694827610000000107e+01
3.899339270000000113e+01,-7.694494129999999643e+01
3.899339450000000085e+01,-7.694516590000000633e+01
3.899346340000000311e+01,-7.694226690000000701e+01
3.899347050000000081e+01,-7.694413289999999961e+01
3.899353990000000181e+01,-7.694992469999999685e+01
3.899356459999999913e+01,-7.693715219999999988e+01
3.899358089999999777e+01,-7.694400819999999896e+01
3.899363799999999713e+01,-7.694976929999999982e+01
3.899374159999999989e+01,-7.693716519999999548e+01
3.899377770000000254e+01,-7.694617770000000689e+01
3.899399770000000132e+01,-7.693122049999999490e+01
3.899401619999999724e+01,-7.693344690000000696e+01
3.899436750000000274e+01,-7.693714930000000152e+01
3.899445169999999905e+01,-7.693674389999999619e+01
3.899474450000000303e+01,-7.693992930000000285e+01
3.899477360000000203e+01,-7.694025569999999448e+01
3.899481420000000043e+01,-7.694080139999999801e+01
3.899503639999999649e+01,-7.693839079999999342e+01
3.899514390000000219e+01,-7.694232039999999984e+01
3.899540869999999870e+01,-7.693710249999999462e+01
3.899562960000000089e+01,-7.693736819999999454e+01
3.899568310000000082e+01,-7.694005900000000508e+01
3.899638130000000302e+01,-7.694020580000000109e+01
3.899654139999999813e+01,-7.694087460000000078e+01
3.899728139999999854e+01,-7.694243170000000021e+01
3.899807349999999673e+01,-7.694202190000000030e+01
3.899987209999999749e+01,-7.695959700000000225e+01
3.900345819999999719e+01,-7.694393859999999563e+01
3.900439610000000101e+01,-7.694266190000000449e+01
3.900585920000000328e+01,-7.694331029999999316e+01
